485,ROYAUCOURT ET CHAILVET,02000,3.53333,49.5167
486,URCEL,02000,3.55,49.5
487,VAUCELLES ET BEFFECOURT,02000,3.55,49.5333
488,VERNEUIL SUR SERRE,02000,3.66667,49.65
489,AGUILCOURT,02190,3.96667,49.4
490,AISONVILLE ET BERNOVILLE,02110,3.53333,49.9333
491,AMIFONTAINE,02190,3.91667,49.4833
493,AUDIGNY,02120,3.65,49.85
494,BANCIGNY,02140,4.01667,49.8
496,BARZY EN THIERACHE,02170,3.75,50.0333
497,BEAUREVOIR,02110,3.3,50
498,BEAURIEUX,02160,3.73333,49.4
499,BECQUIGNY,02110,3.46973,50.0173
500,BERNOT,02120,3.5,49.8667
501,BERRY AU BAC,02190,3.9,49.4
502,BERTRICOURT,02190,4,49.3833
503,BEUVARDES,02130,3.48333,49.15
504,BLANZY LES FISMES,02160,3.66667,49.3333
505,BOHAIN EN VERMANDOIS,02110,3.45,49.9833
506,BOUFFIGNEREUX,02160,3.85,49.3667
507,BOURG ET COMIN,02160,3.65,49.4
508,BRANCOURT LE GRAND,02110,3.38333,49.9667
509,ARCY STE RESTITUE,02130,3.46667,49.25
510,BRAYE EN THIERACHE,02140,3.96667,49.7833
511,BRUYERES SUR FERE,02130,3.43333,49.1833
512,BURELLES,02140,3.9,49.7833
513,CHAUDARDES,02160,3.78333,49.3833
514,CHIGNY,02120,3.76667,49.9167
515,CIERGES,02130,3.6,49.1667
517,COLONFAY,02120,3.7,49.85
518,CONCEVREUX,02160,3.78333,49.3833
519,CONDE SUR SUIPPE,02190,3.95,49.4167
520,COULONGES COHAN,02130,3.63639,49.2012
521,COURMONT,02130,3.56667,49.15
522,CRAMAILLE,02130,3.45,49.2333
523,CRAONNE,02160,3.78333,49.4333
524,CRAONNELLE,02160,3.76667,49.4333
525,CROIX FONSOMMES,02110,3.4,49.9
526,CRUPILLY,02120,3.75,49.9167
527,CUIRY LES CHAUDARDES,02160,3.76667,49.3833
528,CUISSY ET GENY,02160,3.7,49.4167
529,DAGNY LAMBERCY,02140,4.03333,49.7667
530,DRAVEGNY,02130,3.63333,49.2333
531,ESQUEHERIES,02170,3.75,49.9833
532,ESSIGNY LE PETIT,02100,3.36667,49.9
533,ETAVES ET BOCQUIAUX,02110,3.45,49.9333
534,EVERGNICOURT,02190,4.03333,49.4333
535,FAYET,02100,3.25,49.8667
536,FERE EN TARDENOIS,02130,3.51667,49.2
537,FIEULAINE,02110,3.45,49.8833
538,FLAVIGNY LE GRAND ET BEAURAIN,02120,3.66473,49.8909
539,FONSOMMES,02110,3.4,49.9
540,FONTAINE LES VERVINS,02140,3.9,49.85
541,FONTAINE NOTRE DAME,02110,3.43333,49.8833
542,FONTAINE UTERTE,02110,3.36667,49.9167
543,FONTENELLE,02170,3.86667,50.0333
544,FRANQUEVILLE,02140,3.80945,49.81
545,FRESNES EN TARDENOIS,02130,3.55,49.15
546,GERCY,02140,3.86667,49.8167
547,GERNICOURT,02160,3.86667,49.4
548,GLENNES,02160,3.71667,49.35
549,GOUSSANCOURT,02130,3.66667,49.1667
550,GRAND VERLY,02120,3.58333,49.9333
551,GRICOURT,02100,3.25,49.8833
552,GRONARD,02140,3.88333,49.7833
553,GROUGIS,02110,3.53333,49.9333
554,GUIGNICOURT,02190,3.96667,49.4333
555,GUISE,02120,3.63333,49.9
556,GUYENCOURT,02160,3.83333,49.35
557,HARCIGNY,02140,3.98333,49.8
558,HARLY,02100,3.31667,49.8333
559,HARY,02140,3.93333,49.7833
560,HAUTEVILLE,02120,3.51667,49.8667
561,HAUTION,02140,3.83333,49.85
562,HOURY,02140,3.85,49.7833
563,JEANTES,02140,4.05,49.8
564,JUMIGNY,02160,3.71667,49.4167
565,JUVINCOURT ET DAMARY,02190,3.9,49.45
566,LA BOUTEILLE,02140,3.96667,49.8667
567,LA MALMAISON,02190,3.98333,49.5167
568,LA SELVE,02150,4,49.5667
569,LA VALLEE AU BLE,02140,3.78333,49.8667
570,LA VALLEE MULATRE,02110,3.56667,50.0167
571,LA VILLE AUX BOIS LES PONTAVERT,02160,3.84973,49.4278
572,LAIGNY,02140,3.86667,49.85
573,LANDIFAY ET BERTAIGNEMONT,02120,3.6,49.8167
574,LANDOUZY LA COUR,02140,3.98333,49.85
